genre,link,rating,runtime,sinopse,sinopse_br,title,votes,year,gen_pred,target
"Action, Drama, Mystery",https://www.imdb.com//title/tt1321511/,5.7,104,"Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason.","Obcecado pela vingança, um homem decide descobrir por que ele foi sequestrado e trancado em confinamento solitário por vinte anos sem motivo.",Oldboy: Dias de Vingança,67204,2013,Action,1
"Action, Adventure, Comedy",https://www.imdb.com//title/tt4649466/,6.7,141,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy.","Depois que a sede do Kingsman é destruída e o mundo é mantido refém, uma organização de espionagem aliada nos Estados Unidos é descoberta. Essas duas organizações secretas de elite devem se unir para derrotar um inimigo comum.",Kingsman: O Círculo Dourado,260477,2017,Action,1
"Action, Adventure, Family",https://www.imdb.com//title/tt0082186/,6.9,118,Perseus must battle Medusa and the Kraken to save the Princess Andromeda.,Perseu deve combater Medusa e Kraken para salvar a Princesa Andrômeda.,Fúria de Titãs,39951,1981,Action,1
"Action, Adventure, Mystery",https://www.imdb.com//title/tt1951264/,7.5,146,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Katniss Everdeen e Peeta Mellark tornam-se alvos do Capitólio depois que sua vitória nos 74º Jogos Vorazes desencadeia uma rebelião nos Distritos de Panem.,Jogos Vorazes: Em Chamas,601642,2013,Action,1
"Action, Adventure, Drama",https://www.imdb.com//title/tt3334704/,9.5,,"Thrown back into the dangerous underworld he'd tried to leave behind, Nathan Drake must decide what he's willing to sacrifice to save the ones he loves.","Jogado de volta ao submundo perigoso que ele tentou deixar para trás, Nathan Drake deve decidir o que está disposto a sacrificar para salvar aqueles que ama.",Uncharted 4: A Thief's End,20353,2016,Action,0
"Action, Adventure, Sci-Fi",https://www.imdb.com//title/tt1663662/,6.9,131,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.","À medida que a guerra entre a humanidade e as monstruosas criaturas do mar começa, um ex-piloto e um trainee são emparelhados para dirigir uma arma especial aparentemente obsoleta, em um esforço desesperado para salvar o mundo do apocalipse.",Círculo de Fogo,458961,2013,Action,1
"Action, Adventure, Thriller",https://www.imdb.com//title/tt0058150/,7.7,110,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.","Enquanto investiga o contrabando de um magnata do ouro, James Bond descobre um plano para contaminar a reserva de ouro de Fort Knox.",007 Contra Goldfinger,168300,1964,Action,1
"Action, Adventure, Sci-Fi",https://www.imdb.com//title/tt1046173/,5.8,118,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.","Uma unidade militar de elite composta por agentes especiais conhecidos como G.I. Joe, operando em The Pit, assume uma organização maligna liderada por um notório negociante de armas.",G.I. Joe: A Origem de Cobra,196623,2009,Action,1
"Action, Drama, Horror",https://www.imdb.com//title/tt6110648/,6.4,42,"Set in an altered United States, several unrelated people discover how far they will go to survive a night where all crime is legal for 12 hours.","Situado nos Estados Unidos alterados, várias pessoas não relacionadas descobrem até onde irão sobreviver uma noite em que todo crime é legal por 12 horas.",The Purge,11304,2018,Action,1
"Action, Adventure, Comedy",https://www.imdb.com//title/tt2724064/,3.3,86,"When a freak hurricane swamps Los Angeles, nature's deadliest killer rules sea, land, and air as thousands of sharks terrorize the waterlogged populace.","Quando um furacão furioso toma conta de Los Angeles, o assassino mais mortal da natureza governa o mar, a terra e o ar, enquanto milhares de tubarões aterrorizam a população encharcada de água.",Sharknado,45625,2013,Action,0
"Action, Comedy, Crime",https://www.imdb.com//title/tt0266915/,6.6,90,"Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam.","Carter e Lee vão para Hong Kong para férias, mas se envolvem em um golpe de dinheiro falso.",A Hora do Rush 2,196014,2001,Action,1
"Action, Adventure, Sci-Fi",https://www.imdb.com//title/tt1392190/,8.1,120,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.","Em um terreno baldio pós-apocalíptico, uma mulher se rebela contra um governante tirânico em busca de sua terra natal com a ajuda de um grupo de mulheres presas, uma adoradora psicótica e um vagabundo chamado Max.",Mad Max: Estrada da Fúria,852594,2015,Action,1
"Action, Adventure, Comedy",https://www.imdb.com//title/tt10655242/,8.3,,Relive the hit science fiction parody video game by THQ.,Reviva o videogame de paródia de ficção científica de sucesso da THQ.,Destroy All Humans!,43,2020,Action,0
"Action, Adventure, Comedy",https://www.imdb.com//title/tt4898282/,7.3,60,"In a dystopian alternate 1999, a former cop is forced to take part in a death race in which cars run on human blood as fuel.","Em uma alternativa distópica de 1999, um ex-policial é forçado a participar de uma corrida mortal na qual carros correm com sangue humano como combustível.",Corrida Sangrenta,5424,2017,Action,0
"Action, Adventure, Comedy",https://www.imdb.com//title/tt0110478/,7.0,127,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.","Bret Maverick, que precisa de dinheiro para um torneio de pôquer, enfrenta vários contratempos e desafios em quadrinhos, incluindo uma encantadora mulher ladrão.",Maverick,99597,1994,Action,0
"Action, Adventure, Fantasy",https://www.imdb.com//title/tt1038988/,7.4,78,A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,Um repórter de televisão e um cinegrafista seguem trabalhadores de emergência em um prédio escuro e são rapidamente trancados lá dentro com algo aterrorizante.,[Rec],161815,2007,Action,0
"Action, Adventure, Drama",https://www.imdb.com//title/tt5807606/,9.0,,Deliveryman Sam Porter must travel across a ravaged wasteland and reconnect the city states of America formed after a mysterious apocalyptic event dubbed 'death stranding' left the world in ruins and plagued by supernatural tar creatures.,O entregador Sam Porter deve viajar por um terreno baldio devastado e reconectar as cidades-estados da América formadas após um misterioso evento apocalíptico apelidado de 'encalhe da morte' deixou o mundo em ruínas e atormentado por criaturas sobrenaturais de alcatrão.,Death Stranding,4273,2019,Action,0
"Action, Drama, Sci-Fi",https://www.imdb.com//title/tt1318514/,7.6,105,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,Uma substância projetada para ajudar o próprio cérebro a se reparar fornece inteligência avançada a um chimpanzé que lidera uma revolta de macacos.,Planeta dos Macacos: A Origem,489647,2011,Action,1
"Action, Crime, Drama",https://www.imdb.com//title/tt3397884/,7.6,121,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Um agente idealista do FBI é recrutado por uma força-tarefa do governo para ajudar na escalada da guerra contra as drogas na área de fronteira entre os EUA e o México.,Sicario: Terra de Ninguém,358930,2015,Action,1
"Action, Fantasy, Horror",https://www.imdb.com//title/tt1428538/,6.1,88,"Hansel & Gretel are bounty hunters who track and kill witches all over the world. As the fabled Blood Moon approaches, the siblings encounter a new form of evil that might hold a secret to their past.","Hansel & Gretel são caçadores de recompensas que rastreiam e matam bruxas em todo o mundo. À medida que a lendária Lua de Sangue se aproxima, os irmãos encontram uma nova forma de mal que pode manter um segredo em seu passado.",João e Maria: Caçadores de Bruxas,191711,2013,Action,1
"Action, Adventure, Fantasy",https://www.imdb.com//title/tt2274648/,5.2,120,"Based on the graphic novels by Mike Mignola, Hellboy, caught between the worlds of the supernatural and human, battles an ancient sorceress bent on revenge.","Baseado nas novelas gráficas de Mike Mignola, Hellboy, preso entre os mundos do sobrenatural e humano, luta contra uma feiticeira antiga que se vingou.",Hellboy,73814,2019,Action,1
"Action, Adventure, Drama",https://www.imdb.com//title/tt5968394/,6.0,109,"Set in a Chicago neighborhood nearly a decade after an occupation by an extraterrestrial force, 'Captive State' explores the lives on both sides of the conflict - the collaborators and dissidents.","Situado em um bairro de Chicago quase uma década após a ocupação por uma força extraterrestre, o 'Estado Cativo' explora a vida de ambos os lados do conflito - os colaboradores e dissidentes.",A Rebelião,45703,2019,Action,0
"Action, Adventure, Comedy",https://www.imdb.com//title/tt0250687/,6.4,112,"A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money.","Um magnata do cassino de Las Vegas, determinado a encontrar uma nova avenida para apostar, inicia uma corrida por dinheiro.",Tá Todo Mundo Louco! Uma Corrida por Milhõe$,107141,2001,Action,1
"Action, Adventure, Comedy",https://www.imdb.com//title/tt4649466/,6.7,141,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy.","Depois que a sede do Kingsman é destruída e o mundo é mantido refém, uma organização de espionagem aliada nos Estados Unidos é descoberta. Essas duas organizações secretas de elite devem se unir para derrotar um inimigo comum.",Kingsman: O Círculo Dourado,260474,2017,Action,1
"Action, Adventure, Drama",https://www.imdb.com//title/tt0073965/,6.7,60,"After fully recovering from her nearly fatal bout of bionic rejection, Jaime Sommers, the first female cyborg, is assigned to spy missions of her own.","Depois de se recuperar completamente de seu ataque quase fatal de rejeição biônica, Jaime Sommers, a primeira ciborgue feminina, é designada para espionar suas próprias missões.",A Mulher Biônica,5931,1976,Action,0
"Action, Adventure, Sci-Fi",https://www.imdb.com//title/tt0116225/,5.8,101,"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.","Snake Plissken é mais uma vez chamado pelo governo dos Estados Unidos para recuperar um potencial dispositivo do fim do dia em Los Angeles, agora uma ilha autônoma onde deportação indesejável.",Fuga de Los Angeles,68187,1996,Action,0
"Action, Crime, Mystery",https://www.imdb.com//title/tt1712170/,5.1,101,A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.,"Um detetive de homicídios é levado à beira de seus limites morais e físicos, enquanto se envolve com um assassino contratado ferozmente especializado, especializado em tortura e dor.",A Sombra do Inimigo,31858,2012,Action,0
"Action, Adventure, Sci-Fi",https://www.imdb.com//title/tt0145487/,7.3,121,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.","Quando mordido por uma aranha geneticamente modificada, um estudante nerd, tímido e desajeitado do colégio ganha habilidades semelhantes a aranhas que ele eventualmente deve usar para combater o mal como super-herói após a tragédia que atinge sua família.",Homem-Aranha,673583,2002,Action,1
"Action, Adventure, Comedy",https://www.imdb.com//title/tt4514660/,3.4,87,"When Maddy Stern discovers her father has gone missing during a routine birdwatching excursion, she and her college pals trek out into the wilderness to find him, only to end up in a ...                See full summary >>","Quando Maddy Stern descobre que seu pai desapareceu durante uma excursão de observação de aves de rotina, ela e seus colegas de faculdade viajam para o deserto para encontrá-lo, apenas para ... Ver resumo completo >>",Terror Birds,246,2016,Action,0
"Action, Adventure, Fantasy",https://www.imdb.com//title/tt0146316/,5.8,100,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.,A aventureira de videogame Lara Croft ganha vida em um filme em que corre contra o tempo e os vilões para recuperar poderosos artefatos antigos.,Lara Croft: Tomb Raider,194728,2001,Action,1
"Action, Adventure, Sci-Fi",https://www.imdb.com//title/tt0093773/,7.8,107,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,Uma equipe de comandos em uma missão na selva da América Central é caçada por um guerreiro extraterrestre.,O Predador,363707,1987,Action,1
"Action, Sci-Fi, Thriller",https://www.imdb.com//title/tt2872732/,6.4,89,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","Uma mulher, acidentalmente apanhada em um negócio sombrio, vira a mesa em seus captores e se transforma em um guerreiro impiedoso que evoluiu além da lógica humana.",Lucy,432417,2014,Action,1
"Action, Adventure, Thriller",https://www.imdb.com//title/tt0117060/,7.1,110,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.","Um agente americano, sob suspeita falsa de deslealdade, deve descobrir e expor o verdadeiro espião sem a ajuda de sua organização.",Missão: Impossível,379179,1996,Action,1
"Action, Adventure, Comedy",https://www.imdb.com//title/tt4047038/,8.3,60,Holistic detective Dirk Gently investigates cases involving the supernatural.,O detetive holístico Dirk Gently investiga casos envolvendo o sobrenatural.,Dirk Gently's Holistic Detective Agency,40505,2016,Action,0
"Action, Adventure, Drama",https://www.imdb.com//title/tt0407362/,8.7,44,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.","Quando um velho inimigo, os Cylons, ressurge e destrói as 12 colônias, a tripulação da Galactica envelhecida protege uma pequena frota civil - a última da humanidade - enquanto viajam em direção à lendária 13ª colônia, a Terra.",Battlestar Galactica,148903,2004,Action,0
"Action, Adventure, Sci-Fi",https://www.imdb.com//title/tt3385516/,6.9,144,"In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.","Na década de 1980, os X-Men devem derrotar um antigo mutante todo-poderoso, En Sabah Nur, que pretende prosperar trazendo destruição ao mundo.",X-Men: Apocalipse,383501,2016,Action,1
"Action, Adventure, Thriller",https://www.imdb.com//title/tt0113189/,7.2,130,"Years after a friend and fellow 00 agent is killed on a joint mission, a secret space based weapons program known as ""GoldenEye"" is stolen. James Bond sets out to stop a Russian crime syndicate from using the weapon.","Anos depois que um amigo e colega do agente 00 é morto em uma missão conjunta, um programa secreto de armas espaciais conhecido como ""GoldenEye"" é roubado. James Bond pretende impedir que um sindicato russo de crimes use a arma.",007 Contra GoldenEye,233969,1995,Action,1
"Action, Adventure, Comedy",https://www.imdb.com//title/tt7975244/,6.7,123,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.","Em Jumanji: The Next Level, a turma está de volta, mas o jogo mudou. Quando eles retornam para resgatar um deles, os jogadores terão que enfrentar partes desconhecidas, desde desertos áridos até montanhas nevadas, para escapar do jogo mais perigoso do mundo.",Jumanji: Próxima Fase,162545,2019,Action,1
"Action, Adventure, Sci-Fi",https://www.imdb.com//title/tt0076984/,7.2,60,"After the destruction of the Twelve Colonies of Mankind, the last major fighter carrier leads a makeshift fugitive fleet on a desperate search for the legendary planet Earth.","Após a destruição das Doze Colônias da Humanidade, o último grande porta-aviões lidera uma frota fugitiva improvisada em uma busca desesperada pelo lendário planeta Terra.",Galactica: Astronave de Combate,13366,1978,Action,1
"Action, Horror, Sci-Fi",https://www.imdb.com//title/tt0432021/,6.3,94,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.","Os sobreviventes da catástrofe de Raccoon City viajam pelo deserto de Nevada, na esperança de chegar ao Alasca. Alice se junta à caravana e sua luta contra a maligna Umbrella Corp.",Resident Evil 3: A Extinção,180515,2007,Action,1
"Action, Adventure, Family",https://www.imdb.com//title/tt5709188/,5.3,100,"A.X.L. is a top-secret, robotic dog who develops a special friendship with Miles and will go to any length to protect his new companion.",A.X.L. é um cão robótico ultra-secreto que desenvolve uma amizade especial com Miles e fará todo o possível para proteger seu novo companheiro.,A-X-L,9671,2018,Action,0
"Action, Mystery, Thriller",https://www.imdb.com//title/tt0206314/,6.6,97,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.","Três jovens em uma viagem de carro do Colorado para Nova Jersey conversam com um caminhoneiro no rádio da CB, depois precisam escapar quando ele se mostra um assassino psicótico.",Perseguição,62838,2001,Action,1
"Action, Crime, Drama",https://www.imdb.com//title/tt0120768/,7.3,140,"In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth.","Em uma tentativa desesperada de provar sua inocência, um negociador policial qualificado acusado de corrupção e assassinato toma reféns em um escritório do governo para ganhar o tempo que precisa para encontrar a verdade.",A Negociação,127826,1998,Action,1
"Action, Adventure, Drama",https://www.imdb.com//title/tt4547056/,6.6,111,A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named Melanie.,Um cientista e um professor que vivem em um futuro distópico embarcam em uma jornada de sobrevivência com uma jovem especial chamada Melanie.,Melanie - A Última Esperança,52699,2016,Action,0
"Action, Adventure, Western",https://www.imdb.com//title/tt0054047/,7.7,128,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,Sete pistoleiros são contratados por camponeses mexicanos para libertar sua aldeia de bandidos opressivos.,Sete Homens e um Destino,85685,1960,Action,0
"Action, Adventure, Mystery",https://www.imdb.com//title/tt0092455/,8.6,44,"Set almost 100 years after Captain Kirk's five-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on their own mission to go where no one has gone before.","Situado quase 100 anos após a missão de cinco anos do Capitão Kirk, uma nova geração de oficiais da Frota Estelar partiu nos EUA. Enterprise-D em sua própria missão de ir aonde ninguém foi antes.",Jornada nas Estrelas: A Nova Geração,96174,1987,Action,0
"Action, Adventure, Fantasy",https://www.imdb.com//title/tt7556122/,6.7,125,A covert team of immortal mercenaries are suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered.,"Uma equipe secreta de mercenários imortais é subitamente exposta e agora deve lutar para manter sua identidade em segredo, assim como um novo membro inesperado é descoberto.",The Old Guard,81958,2020,Action,0
"Action, Comedy, Fantasy",https://www.imdb.com//title/tt0103893/,5.7,86,Flighty teenage girl Buffy Summers learns that she is her generation's destined battler of vampires.,A adolescente fluffy Buffy Summers descobre que ela é a batalha de vampiros da sua geração.,"Buffy, a Caça-Vampiros",38814,1992,Action,0
"Action, Comedy, Drama",https://www.imdb.com//title/tt3843168/,6.7,44,"Three years after the zombie virus has gutted the United States of America a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.","Três anos depois que o vírus zumbi destruiu os Estados Unidos da América, uma equipe de heróis do cotidiano deve transportar o único sobrevivente conhecido da praga de Nova York para a Califórnia, onde o último laboratório viral em funcionamento espera por seu sangue.",Z Nation,31782,2014,Action,0
"Action, Comedy, Horror",https://www.imdb.com//title/tt0091499/,5.5,98,A group of people try to survive when machines start to come alive and become homicidal.,Um grupo de pessoas tenta sobreviver quando as máquinas começam a ganhar vida e se tornam homicidas.,Comboio do Terror,29218,1986,Action,0
"Action, Comedy, Crime",https://www.imdb.com//title/tt2704998/,6.9,100,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,Um grupo de amigos que se reúne regularmente para as noites de jogos se vê envolvido em um mistério da vida real quando o irmão sombrio de um deles é aparentemente sequestrado por bandidos perigosos.,A Noite do Jogo,196649,2018,Action,1
"Action, Sci-Fi, Thriller",https://www.imdb.com//title/tt0290334/,7.4,134,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.","Quando o anti-mutante coronel William Stryker sequestra o professor X e ataca sua escola, os X-Men devem se aliar ao arquiinimigo Magneto para detê-lo.",X-Men 2,502968,2003,Action,1
"Action, Comedy, Crime",https://www.imdb.com//title/tt8851668/,6.0,86,A couple (Issa Rae and Kumail Nanjiani) experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery.,"Um casal (Issa Rae e Kumail Nanjiani) experimenta um momento decisivo em seu relacionamento, quando involuntariamente se envolvem em um mistério de assassinato.",Um Crime para Dois,17187,2020,Action,0
"Action, Adventure, Comedy",https://www.imdb.com//title/tt0105932/,8.3,45,"A bounty hunter rides the Old West, fighting bad guys, many with futuristic-type gadgets.","Um caçador de recompensas monta o Velho Oeste, lutando contra bandidos, muitos com aparelhos do tipo futurista.",As Aventuras de Brisco County Jr.,7632,1993,Action,0
"Action, Adventure, Fantasy",https://www.imdb.com//title/tt0103442/,7.2,60,"Duncan MacLeod is Immortal, and must live in modern society, concealing his true nature while fighting other Immortals.","Duncan MacLeod é imortal e deve viver na sociedade moderna, ocultando sua verdadeira natureza enquanto luta contra outros imortais.",Highlander: A Série,13427,1992,Action,0
"Action, Comedy, Thriller",https://www.imdb.com//title/tt6902676/,6.3,98,A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.,Um cara confia em suas habilidades de gladiador recém-adquiridas para salvar sua ex-namorada de seqüestradores.,Guns Akimbo,29072,2019,Action,0
"Action, Adventure, Drama",https://www.imdb.com//title/tt1972591/,6.7,126,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.","Roubado de sua primogenitura, Arthur aparece da maneira mais difícil nos becos da cidade. Mas uma vez que ele puxa a espada da pedra, ele é forçado a reconhecer seu verdadeiro legado - quer ele goste ou não.",Rei Arthur: A Lenda da Espada,186252,2017,Action,1
"Action, Adventure, Western",https://www.imdb.com//title/tt0065214/,7.9,135,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.","Um grupo envelhecido de foras-da-lei procura uma última grande pontuação, pois o oeste americano ""tradicional"" está desaparecendo ao seu redor.",Meu Ódio Será Sua Herança,75883,1969,Action,0
"Action, Sci-Fi",https://www.imdb.com//title/tt0234215/,7.2,138,"Neo and his allies race against time before the machines discover the city of Zion and destroy it. While seeking the truth about the Matrix, Neo must save Trinity from a dark fate within his dreams.","Neo e seus aliados correm contra o tempo antes que as máquinas descubram a cidade de Sião e a destruam. Enquanto procura a verdade sobre Matrix, Neo deve salvar Trinity de um destino sombrio em seus sonhos.",Matrix Reloaded,504673,2003,Action,0
"Action, Adventure, Comedy",https://www.imdb.com//title/tt0102070/,5.8,100,A cat burglar is forced to steal Da Vinci works of art for a world domination plot.,Um ladrão de gatos é forçado a roubar obras de arte de Da Vinci para uma trama de dominação mundial.,"Hudson Hawk, o Falcão Está à Solta",51128,1991,Action,0
"Action, Adventure, Fantasy",https://www.imdb.com//title/tt0800369/,7.0,115,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.","O poderoso, mas arrogante deus Thor, é expulso de Asgard para viver entre os humanos em Midgard (Terra), onde ele logo se torna um dos seus melhores defensores.",Thor,729027,2011,Action,1
"Action, Crime, Drama",https://www.imdb.com//title/tt0093640/,7.1,114,A coverup and witchhunt occur after a politician accidentally kills his mistress.,Um encobrimento e uma caça às bruxas ocorrem depois que um político mata acidentalmente sua amante.,Sem Saída,34357,1987,Action,1
"Action, Comedy, Fantasy",https://www.imdb.com//title/tt0097428/,6.6,108,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.,A descoberta de um enorme rio de ectoplasma e o ressurgimento da atividade espectral permitem que a equipe dos Caça-Fantasmas revive os negócios.,Os Caça-Fantasmas 2,178686,1989,Action,0
"Action, Adventure, Comedy",https://www.imdb.com//title/tt8416494/,8.0,60,The adventures of an idealistic mad scientist and his field team of superpowered outcasts.,As aventuras de um cientista louco idealista e sua equipe de campo de párias superpoderosos.,Patrulha do Destino,28470,2019,Action,0
"Action, Adventure, Sci-Fi",https://www.imdb.com//title/tt1825683/,7.3,134,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.","T'Challa, herdeiro do reino oculto mas avançado de Wakanda, deve avançar para liderar seu povo para um novo futuro e enfrentar um desafiante do passado de seu país.",Pantera Negra,590815,2018,Action,1
"Action, Adventure, Crime",https://www.imdb.com//title/tt8712204/,3.6,45,Kate Kane seeks justice for Gotham City as Batwoman.,Kate Kane procura justiça para Gotham City como Batwoman.,Batwoman,27740,2019,Action,0
"Action, Adventure, Comedy",https://www.imdb.com//title/tt0115243/,7.3,90,A group of disparate fugitives from an interplanetary tyranny find themselves in control of a massively powerful starship.,Um grupo de fugitivos díspares de uma tirania interplanetária encontra-se no controle de uma nave estelar massivamente poderosa.,Lexx,7165,1996,Action,0
"Action, Adventure, Thriller",https://www.imdb.com//title/tt0088944/,6.7,90,"A retired Special Forces colonel tries to save his daughter, who was abducted by his former subordinate.","Um coronel aposentado das forças especiais tenta salvar sua filha, que foi sequestrada por seu ex-subordinado.",Comando para Matar,142898,1985,Action,0
"Action, Crime, Drama",https://www.imdb.com//title/tt8784956/,5.7,96,"Ava is a deadly assassin who works for a black ops organization, traveling the globe specializing in high profile hits. When a job goes dangerously wrong she is forced to fight for her own survival.","Ava é uma assassina mortal que trabalha para uma organização de operações negras, viajando pelo mundo especializada em hits de alto nível. Quando um trabalho dá errado, ela é forçada a lutar por sua própria sobrevivência.",Ava,517,2020,Action,0
"Action, Sci-Fi",https://www.imdb.com//title/tt0080736/,6.7,103,"A modern aircraft carrier is thrown back in time to 1941 near Hawaii, just hours before the Japanese attack on Pearl Harbor.","Um porta-aviões moderno é lançado no tempo para 1941, perto do Havaí, poucas horas antes do ataque japonês a Pearl Harbor.",O Nimitz Volta ao Inferno,20829,1980,Action,0
"Action, Sci-Fi",https://www.imdb.com//title/tt0078869/,6.0,98,"A research vessel finds a missing ship, commanded by a mysterious scientist, on the edge of a black hole.","Um navio de pesquisa encontra um navio desaparecido, comandado por um cientista misterioso, à beira de um buraco negro.",O Abismo Negro,22814,1979,Action,0
"Action, Adventure, Fantasy",https://www.imdb.com//title/tt4044024/,9.1,,"In a primitive tribal world where strange, monstrous, animalistic machines roam the wilderness, a brave young female warrior goes on a quest to learn the truth about her mysterious origin and the state the world is in.","Em um mundo tribal primitivo, onde máquinas estranhas, monstruosas e animalescas vagam pelo deserto, uma jovem guerreira corajosa parte em uma missão para descobrir a verdade sobre sua origem misteriosa e o estado em que o mundo está.",Horizon Zero Dawn,8191,2017,Action,0
"Action, Adventure, Mystery",https://www.imdb.com//title/tt0465234/,6.5,124,Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.,Benjamin Gates deve seguir uma pista deixada no diário de John Wilkes Booth para provar a inocência de seu ancestral no assassinato de Abraham Lincoln.,A Lenda do Tesouro Perdido: Livro dos Segredos,214775,2007,Action,1
"Action, Adventure, Crime",https://www.imdb.com//title/tt2569088/,4.9,91,"International master thief, Simon Templar, also known as The Saint, is tasked to find a man's kidnapped daughter. In addition to evading the authorities, Simon must face a dangerous adversary from his past.","O ladrão mestre internacional, Simon Templar, também conhecido como The Saint, tem a tarefa de encontrar a filha sequestrada de um homem. Além de fugir das autoridades, Simon deve enfrentar um adversário perigoso de seu passado.",O Santo,5350,2017,Action,0
"Action, Adventure, Crime",https://www.imdb.com//title/tt5360952/,5.1,103,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,Ladrões tentam um assalto maciço contra o Tesouro dos EUA quando um furacão de Categoria 5 se aproxima de uma de suas instalações de Casa da Moeda.,No Olho Do Furacão,18187,2018,Action,1
"Action, Adventure, Fantasy",https://www.imdb.com//title/tt0978764/,6.0,110,A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.,Uma jovem institucionalizada por seu padrasto abusivo se retira para uma realidade alternativa como estratégia de enfrentamento e visualiza um plano para ajudá-la a escapar.,Sucker Punch: Mundo Surreal,226805,2011,Action,1
"Action, Adventure, Horror",https://www.imdb.com//title/tt0118956/,6.1,106,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who had already invaded the ship.","Um grupo de seqüestradores fortemente armados embarca em um transatlântico de luxo no Oceano Pacífico Sul para saqueá-lo, apenas para batalhar com uma série de criaturas marinhas de tamanho grande, com tentáculos e devoradoras de homens que já haviam invadido o navio.",Tentáculos,32639,1998,Action,0
